Opponent,Self_winrate,Opponent_winrate,Self_Lane Kill Rate,Opponent_Lane Kill Rate,Self_KDA,Opponent_KDA,Self_Kill participation,Opponent_Kill participation,Self_Damage dealt to champions,Opponent_Damage dealt to champions,Self_First tower kill,Opponent_First tower kill,Self_Win rate,Opponent_Win rate,Self_Lane Win Rate,Opponent_Lane Win Rate,Self_Lane Pick Rate,Opponent_Lane Pick Rate,Self_Ban rate,Opponent_Ban rate
tristana,51.92%,48.08%,44.81%,55.19%,2.65 : 1,2.11 : 1,49.37%,44.01%,"23,350","22,077","17'0""","16'20""",51.92%,48.08%,50.37%,45.68%,2.66%,0.60%,0.75%,4.85%
trundle,,,,,,,,,,,,,,,,,,,,
tryndamere,,,,,,,,,,,,,,,,,,,,
twistedfate,49.18%,50.82%,47.45%,52.55%,2.56 : 1,2.75 : 1,49.81%,49.07%,"24,283","19,043","17'49""","17'34""",49.18%,50.82%,50.37%,51.41%,2.66%,9.55%,0.75%,12.34%
twitch,,,,,,,,,,,,,,,,,,,,
udyr,,,,,,,,,,,,,,,,,,,,
urgot,,,,,,,,,,,,,,,,,,,,
varus,,,,,,,,,,,,,,,,,,,,
vayne,,,,,,,,,,,,,,,,,,,,
veigar,38.60%,61.40%,38.74%,61.26%,2.25 : 1,2.89 : 1,48.82%,46.15%,"24,666","25,698","18'35""","17'53""",38.60%,61.40%,50.37%,50.65%,2.66%,2.88%,0.75%,0.55%
velkoz,43.75%,56.25%,35.24%,64.76%,2.09 : 1,2.81 : 1,46.41%,44.92%,"25,090","30,948","17'46""","17'43""",43.75%,56.25%,50.37%,52.51%,2.66%,1.19%,0.75%,0.77%
vex,55.49%,44.51%,47.13%,52.87%,2.41 : 1,2.30 : 1,48.12%,48.20%,"22,104","23,213","18'22""","17'39""",55.49%,44.51%,50.37%,52.54%,2.66%,2.84%,0.75%,3.51%
vi,,,,,,,,,,,,,,,,,,,,
viego,,,,,,,,,,,,,,,,,,,,
viktor,48.74%,51.26%,47.38%,52.62%,2.43 : 1,2.48 : 1,47.89%,45.98%,"22,298","26,862","17'44""","17'55""",48.74%,51.26%,50.37%,49.77%,2.66%,5.72%,0.75%,4.22%
vladimir,48.51%,51.49%,41.91%,58.09%,2.32 : 1,2.53 : 1,46.28%,42.62%,"26,752","24,732","16'41""","18'9""",48.51%,51.49%,50.37%,51.40%,2.66%,4.55%,0.75%,10.50%
volibear,,,,,,,,,,,,,,,,,,,,
warwick,,,,,,,,,,,,,,,,,,,,
wukong,49.18%,50.82%,47.45%,52.55%,2.56 : 1,2.75 : 1,49.81%,49.07%,"24,283","19,043","17'49""","17'34""",49.18%,50.82%,50.37%,51.41%,2.66%,9.55%,0.75%,12.34%
xayah,,,,,,,,,,,,,,,,,,,,
xerath,47.92%,52.08%,38.94%,61.06%,2.10 : 1,3.37 : 1,46.35%,51.70%,"21,097","28,136","18'4""","17'6""",47.92%,52.08%,50.37%,51.63%,2.66%,4.30%,0.75%,5.00%
xinzhao,,,,,,,,,,,,,,,,,,,,
yasuo,54.77%,45.23%,54.42%,45.58%,2.69 : 1,1.72 : 1,49.68%,40.35%,"24,159","20,157","18'5""","17'3""",54.77%,45.23%,50.37%,50.33%,2.66%,7.64%,0.75%,19.96%
yone,52.77%,47.23%,51.49%,48.51%,2.54 : 1,1.84 : 1,48.54%,40.17%,"25,792","21,766","17'13""","16'38""",52.77%,47.23%,50.37%,47.03%,2.66%,4.78%,0.75%,4.78%
yorick,,,,,,,,,,,,,,,,,,,,
yuumi,,,,,,,,,,,,,,,,,,,,
zac,,,,,,,,,,,,,,,,,,,,
zed,46.73%,53.27%,36.04%,63.96%,1.89 : 1,2.83 : 1,45.40%,47.39%,"22,490","26,934","18'43""","16'31""",46.73%,53.27%,50.37%,49.86%,2.66%,6.70%,0.75%,28.55%
zeri,,,,,,,,,,,,,,,,,,,,
ziggs,37.50%,62.50%,29.76%,70.24%,1.74 : 1,3.15 : 1,40.00%,45.15%,"20,007","26,210","15'51""","14'32""",37.50%,62.50%,50.37%,49.12%,2.66%,0.53%,0.75%,0.16%
zilean,,,,,,,,,,,,,,,,,,,,
zoe,44.12%,55.88%,33.97%,66.03%,1.81 : 1,3.18 : 1,45.43%,50.51%,"20,234","26,453","18'29""","16'39""",44.12%,55.88%,50.37%,52.40%,2.66%,4.27%,0.75%,8.13%
zyra,,,,,,,,,,,,,,,,,,,,
